,User ID,Department,Tweet content,Subjectivity,Polarity,Sentiment,Positive,Neutral,Negative
55,862236250102779904,Accounting,@Sureshsinghn @SAsiaLSE @muneeb @Stacks @JonDanielsson @LSE_SRC @NischalShetty @WazirXIndia @LSE_Accounting It will be!  Tune in when you can!!,0.0,0.0,Neutral,0,1,0
56,178891512,Accounting,@SAsiaLSE @muneeb @Stacks @JonDanielsson @LSE_SRC @NischalShetty @WazirXIndia @AlnoorBhimani @LSE_Accounting Damn it will be in work....hope this is going to be recorded and put on the centers YouTube channel.,0.0,0.0,Neutral,0,1,0
57,601000227,Accounting,"@Sureshsinghn @muneeb @Stacks @JonDanielsson @LSE_SRC @NischalShetty @WazirXIndia @AlnoorBhimani @LSE_Accounting The event will be live-streamed on the Centre's YouTube channel. Please click on this link: https://t.co/pzi59ULah1 

Please note that the event will start at 3pm UK time.",0.0,0.0,Neutral,0,1,0
58,601000227,Accounting,"@TauseefManj @muneeb @Stacks @JonDanielsson @LSE_SRC @NischalShetty @WazirXIndia @AlnoorBhimani @LSE_Accounting The event will be live-streamed on the Centre's YouTube channel. Please click on this link: https://t.co/pzi59ULah1 

Please note that the event will start at 3pm UK time.",0.0,0.0,Neutral,0,1,0
59,178891512,Accounting,"@SAsiaLSE @muneeb @Stacks @JonDanielsson @LSE_SRC @NischalShetty @WazirXIndia @AlnoorBhimani @LSE_Accounting I can't register, it's closed!!!! Will this be streamed anywhere?",0.1,-0.244140625,Negative,0,0,1
60,383551503,Accounting,@SAsiaLSE @muneeb @Stacks @JonDanielsson @LSE_SRC @NischalShetty @WazirXIndia @AlnoorBhimani @LSE_Accounting registration please!,0.0,0.0,Neutral,0,1,0
61,1332217117844905985,Accounting,"This week, we are looking forward to welcoming Stefano Cascino (@LSE_Accounting) to our seminar! 

""Bankruptcy in Groups"" with William H. Beaver, Maria Correia, and Maureen McNicols.",0.0,0.0,Neutral,0,1,0
62,862236250102779904,Accounting,@SAsiaLSE @muneeb @Stacks @JonDanielsson @LSE_SRC @NischalShetty @WazirXIndia @LSE_Accounting Looking forward to the discussion!,0.0,0.0,Neutral,0,1,0
63,601000227,Accounting,"Cryptocurrency &amp; South Asia? Join us for a discussion with creators and analysts.

📅 3 June 2021
⏰ 3pm🇬🇧 7pm🇵🇰 7.30pm🇮🇳 10am EST🇺🇸
🆓 Registration: https://t.co/TkvWrvUui9

@muneeb @Stacks @JonDanielsson @LSE_SRC @NischalShetty @WazirXIndia @AlnoorBhimani @LSE_Accounting https://t.co/EDzsTiO8qa",0.0,0.0,Neutral,0,1,0
64,21861323,Accounting,"We'll be holding a live #VirtualOpenDay event with @LSE_Accounting for prospective students interested in our BSc Accounting and Finance degree!

🗓️Thursday 3 June 2021
🕛12:00pm - 2:00pm

Book now and find more events at https://t.co/LxhmqzNNOj https://t.co/o7L65Zu3C9",0.5,0.3162878787878788,Positive,1,0,0
65,21861323,Accounting,@LSE_Accounting @LSEAnthropology @LSEEcHist @LSEEcon @LSEfinance @LSEGeography @LSEGovernment @lsehistory @LSEIRDept @LSEManagement @LSEMaths @lselangcentre @LSELaw @LSEPhilosophy @LSE_PBS @LSEsociology @LSESocialPolicy @LSEStatistics,0.0,0.0,Neutral,0,1,0
66,869299533586591744,Accounting,"next Barcelona Accounting Seminar: Stefano Cascino (London School of Economics) Title: Bankruptcy in Groups. 28th April, 12:30 (CET) 
Join us! @LSE_Accounting @econ_empresaUPF @ESADE   https://t.co/Q5bIxbuZPH #AccoTwitter #EconTwitter @LSEnews",0.0,0.0,Neutral,0,1,0
67,245663220,Accounting,"@a_capitalism @FarberHannah @Historicaecon @LSE_Accounting Ah, now I noticed the key words: “which they had consigned to or hidden in the hands of their friends before leaving”",0.6666666666666666,-0.08333333333333333,Negative,0,0,1
68,1196609670015791104,Accounting,@arielronid @FarberHannah @Historicaecon @LSE_Accounting 🙏 or listen to podcasts for abbreviated version 😉,0.0,0.0,Neutral,0,1,0
69,245663220,Accounting,@a_capitalism @FarberHannah @Historicaecon @LSE_Accounting Ok I’ll read it to the end!,0.5,0.625,Positive,1,0,0
70,1196609670015791104,Accounting,@arielronid @FarberHannah @Historicaecon @LSE_Accounting https://t.co/czb1MarubO,0.0,0.0,Neutral,0,1,0
71,1196609670015791104,Accounting,@arielronid @FarberHannah @Historicaecon @LSE_Accounting https://t.co/ngX6SIzDDl,0.0,0.0,Neutral,0,1,0
72,1196609670015791104,Accounting,@arielronid @FarberHannah @Historicaecon @LSE_Accounting https://t.co/cc6x1cAElQ,0.0,0.0,Neutral,0,1,0
73,1196609670015791104,Accounting,"@arielronid @FarberHannah @Historicaecon @LSE_Accounting Plausibility is a loaded concept in the history of Christian ideas about Jews but yes, there it was a crucial ingredient of the “legend”—that’s part of the puzzle Promise&amp;Peril unravels!",0.5,0.0,Neutral,0,1,0
74,2601019407,Accounting,"@a_capitalism @arielronid @FarberHannah @Historicaecon @LSE_Accounting This focuses on the fair deposit but explains pretty well some of those mechanisms, since you’re mentioning N. Matringe : https://t.co/5FBzuM6gsr",0.95,0.475,Positive,1,0,0
75,245663220,Accounting,"@a_capitalism @FarberHannah @Historicaecon @LSE_Accounting What puzzles me about this is how, even in theory, this could have been used by Jews to protect salvage their wealth from hostile Christian authorities. I mean the legend requires some plausibility, doesn’t it?",0.34375,-0.15625,Negative,0,0,1
76,1196609670015791104,Accounting,@arielronid @FarberHannah @Historicaecon Sometimes these bills were not used as remittances but to speculate on currency arbitrage. Not easy to distinguish the function. Nadia Mantringe @LSE_Accounting is an expert,0.8333333333333334,-0.21666666666666667,Negative,0,0,1
77,287734326,Accounting,@kenmode @LSEnews @EdenLSE @DevonDilly @jennicarr8 Thanks Ken. Wishing you and all your colleagues and students in @LSE_Accounting a good break. See you in Summer term.,0.4,0.44999999999999996,Positive,1,0,0
78,984250724111540224,Accounting,"Join me at the Early Career Workshop hosted by @LSE_Accounting, @KingsCollegeLon and @UoBAccounting! 

To register: https://t.co/Zl0u1h3lGg https://t.co/owHU4kQvv7",0.3,0.125,Positive,1,0,0
79,3300246988,Accounting,@carr_LSE research https://t.co/P0TwZahz7w @LSE_Accounting @LSEGovernment,0.0,0.0,Neutral,0,1,0
80,145509913,Accounting,"After graduating from @LSE_Accounting, Vietnam’s #UKAlumniAward social impact winner, Hoang Le Thuy Duong, helps to change the lives of thousands of children born with facial differences.

Learn more about her amazing work below 👇https://t.co/PczxoiTTW7 

#UKAlumniAwards https://t.co/t8SRciyZmr",0.3666666666666667,0.2833333333333333,Positive,1,0,0
81,4900666161,Accounting,Are Inspectors Auditors Like Any Other? @sciencespo  Interviews Professor Mike Power (@LSE_Accounting) where he draws upon organization theories to understand the roles of accounting in economy &amp; society. Full article https://t.co/1RJ1XxFYUX @LSEforBusiness @LSEnews https://t.co/1tbP9F8WUD,0.4625,0.11249999999999999,Positive,1,0,0
82,3341404331,Accounting,"Trump’s tax cuts in 2017 helped decrease risks for pension plans
@LSE_Accounting 
https://t.co/pegWUTaM7g",0.0,0.0,Neutral,0,1,0
83,21861323,Accounting,❕❗Happening tomorrow❗❕ Bookings still open for the MRes/PhD Accounting online information session for prospective students💻! Hear from @LSE_Accounting faculty and students and ask us your questions💬. Book now!🔜 https://t.co/PkfDkOKpYk https://t.co/aoL74XlehO,0.5,0.0,Neutral,0,1,0
84,95617760,Accounting,"Hey @CoachBrightUK 👋

We're celebrating Student Volunteering Week 2021 and we were totally inspired by Divya (BSc  @LSE_Accounting &amp; @LSEfinance) who volunteers with you ✨

https://t.co/esLfBINVQM",0.75,0.0,Neutral,0,1,0
85,95617760,Accounting,"It's Day 3⃣ of Student Volunteering Week 2021 and we're blessing your Twitter feeds with 3⃣ amazing LSE student volunteers...

First up is Maria Hellel (BSc @LSE_Accounting &amp; @LSEfinance ) to inspire you to get creative 🎨✂️✨

#partofLSE #svw21 https://t.co/bPRs5ZJDTh",0.7444444444444445,0.45,Positive,1,0,0
86,95617760,Accounting,"""During my time at the volunteering, I developed my effective communication skills greatly, along with leadership and team work."" 

Trinayani Das (BSc in @LSE_Accounting and @LSEfinance , 2022)

Need some #MondayMotivation ? Check out this blog!
https://t.co/c8YVK2IJ4W",0.6166666666666667,0.5666666666666667,Positive,1,0,0
87,1328414171701108736,Accounting,"December #accounting job postings from @SSRN and @EAA_ARC (incl. #PhD positions). #accotwitter

For example @BristolUni, @LSE_Accounting, @SEC_News, @UniofExeter   

Full list and URLs: https://t.co/7LrX6gpNvS https://t.co/5ZyseU34nd",0.55,0.35,Positive,1,0,0
88,732218222464933888,Accounting,"6th Early Career Workshop in Accounting, Management Accounting and Accountability is organized virtually by @Kings_College @unibirmingham and @LSE_Accounting on May 7, 2021

https://t.co/UqugWmkLnQ",0.3,0.1,Positive,1,0,0
89,1438499540,Accounting,Please consider sending your research to this early career workshop in #Accounting. 🤓🤓 Organised by @UoBAccounting @KingsCollegeLon @LSE_Accounting https://t.co/N8GpoSNKaF,0.3,0.1,Positive,1,0,0
90,20490484,Accounting,"Major #accounting fraud with #PrivateEquity in US Public #pensions. How long will @GFOA certify &amp; CPA’s look the other way   https://t.co/HoM5Tc5Z14
 @truthinacct @ATomorrow @WallStFraud #WallStReform2020 @LSE_Accounting @premnsikka  @RealVision @AccountingToday
@AlderLaneeggs",0.3354166666666667,-0.028125,Negative,0,0,1
91,3142947894,Accounting,"@ICAEW : Where are the critical points of failure in the financial reporting system? A new paper by Mike Power at @LSE_Accounting, hopes to prompt discussions about the role of a new financial regulator &gt; https://t.co/8PPED6I2Bm

#icaewInsights https://t.co/OEcD5KhbD2 (via Twi… https://t.co/wnMvHf4FN4",0.3348484848484849,-0.007323232323232333,Negative,0,0,1
92,19777925,Accounting,"Where are the critical points of failure in the financial reporting system? A new paper by Mike Power at @LSE_Accounting, hopes to prompt discussions about the role of a new financial regulator &gt; https://t.co/Eyf8aMQX5W

#icaewInsights https://t.co/ehUCOX62wA",0.3348484848484849,-0.007323232323232333,Negative,0,0,1
93,916405068307431424,Accounting,"Last webinar of 2020 🔥 will be next week (8/12) at 2pm with Andrea Mennicken (@mennicken) from @LSE_Accounting.

She will present on Uncertainty, Risk and the Politics of Numbers in Post-Pandemic Societies. 

#PolEconCovid19 More info ➡️ https://t.co/tH3gSSS3z1 https://t.co/RZxMcfrnsY",0.14166666666666666,0.125,Positive,1,0,0
94,1209063375268974593,Accounting,"Best Discussant Award 2020 EAR Annual Conference

Stefano Cascino (@LSE_Accounting)

for discussing the paper “Corporate reporting and users’ information needs – A preparer perspective”

Congrats!",0.15,0.5,Positive,1,0,0
95,862236250102779904,Accounting,Accouting is about to be transformed #Accounting #lse #lseaccounting #business #finance #newbook #data #AI #mba #accountancy @LSEnews @LSE_Accounting @ACCA_UK @ACCANews @CIMA_News @theCIMAstudent @CIPFA @AICPA @CPAC @OfficialGMAT @Forbes @TheEconomist  https://t.co/JK89tCLe6D,0.0,0.0,Neutral,0,1,0
96,1328004854309146626,Accounting,@Vicky73914472 @notjackheaney @xabbieeeex @mimasdiaries @misueu1 @Shellys_Wellie @lightupvm @LSEnews @LSE_Accounting Why did he change his Twitter handle and photo if a guy abuses someone on Twitter a quick google search of his name brought him up. Lock me up eh Vicky!,0.5,0.41666666666666663,Positive,1,0,0
